lat,lon,name,NewChain
49.1540431,-123.1249608,A&W,True
49.2267483,-123.128868,A&W,True
49.2739585,-123.0980509,A&W,True
49.2730334,-123.1003915,A&W,True
49.1871177,-122.8491133,A&W,True
49.1917192,-123.1118564,A&W,True
49.0910917,-122.6076471,A&W,True
49.2769818,-122.8550108,A&W,True
49.2831516,-123.1154178,A&W,True
49.2608512,-123.1161648,A&W,True
49.2625523,-123.0693702,A&W,True
49.1767688,-122.6735666,A&W,True
49.2812021,-122.9998854,A&W,True
49.2896102,-123.1385336,A&W,True
49.1037705,-122.7286433,A&W,True
49.2684742,-123.1859648,A&W,True
49.0406942,-122.2197402,A&W,True
49.1891942,-122.8019805,A&W,True
49.2880327,-123.1236171,A&W,True
49.197921,-123.178503,A&W,True
49.2012077,-122.9132677,A&W,True
49.1822909,-122.8443605,A&W,True
49.0511989,-122.3235908,A&W,True
49.1624742,-122.6564355,A&W,True
49.2796191,-123.117481,A&W,True
49.2817133,-123.1206758,A&W,True
49.2093486,-123.1167129,A&W,True
49.2765795,-122.7965015,A&W,True
49.2787971,-123.1234582,A&W,True
49.1903259,-122.9491728,A&W,True
49.3053018,-123.0316749,A&W,True
49.1142429,-122.6753681,A&W,True
49.1326939,-122.3208048,A&W,True
49.1485331,-123.1825159,A&W,True
49.2192667,-123.0408347,A&W,True
49.3164521,-122.969311,A&W,True
49.26262,-122.8383183,A&W,True
49.2182625,-122.6446616,A&W,True
49.0418988,-123.0829669,A&W,True
49.2533171,-122.7374497,A&W,True
49.2664689,-123.2433848,A&W,True
49.278183,-122.9104651,A&W,True
49.1342573,-122.8867223,A&W,True
49.2162564,-122.5898977,A&W,True
49.2858989,-123.1122871,A&W,True
49.1571359,-122.7791828,A&W,True
49.28525,-123.1254062,Fantacity Karaoke,False
49.3810218,-123.0791455,Beaver Tails,False
49.1795513,-123.1375541,FuKuRoKu Sushi Express,False
49.0523043,-122.3227371,Lully's Sandwich Bar,False
49.2643899,-123.0695091,Cabrito - Tapas Bebidas,False
49.2848652,-123.125665,Spicy 6,False
49.1842852,-123.0911234,Daddy's Delight Kabobs,False
49.1681085,-122.6675276,Waka Sushi,False
49.1742656,-122.6668885,Triple-O's,True
49.2726058,-123.1473077,Triple-O's,True
49.1594153,-122.668815,Triple-O's,True
49.163569,-122.406059,Triple-O's,True
49.2106799,-123.1028104,Triple-O's,True
49.2500121,-123.1008107,French Table Bistro,False
49.2802067,-123.099978,Golden Garden Vietnamese Cuisine,False
49.2498744,-123.1007808,Old Bird,False
49.2797553,-123.0999341,Virtuous Pie,True
49.2540725,-123.2359295,Virtuous Pie,True
49.2452109,-123.101511,East is East - Main St,False
49.1697933,-123.1378771,Kirin Seafood Restaurant,False
49.2890376,-123.1320221,Liuyishou Hotpot Robson,False
49.0763979,-122.3935046,Brambles Bistro,False
49.1872417,-123.131495,The Captain's Boil,True
49.2340779,-123.0353715,The Captain's Boil,True
49.2887053,-123.130825,The Captain's Boil,True
49.1874849,-123.1312122,Kyabia,False
49.2766268,-123.1001058,Pizza Farina,False
49.2037589,-122.9046452,Eats at the Pier,False
49.2743218,-123.1269429,Kaide Sushi Bar,False
49.1968099,-123.140177,BiBo Italian Restaurant,False
49.1967129,-123.1395095,JAPADOG,False
49.1967246,-123.1396099,Ryuu Izakaya,False
49.1968225,-123.1404204,Neptune Wonton Noodle,True
49.226354,-123.0039637,Neptune Wonton Noodle,True
49.2909348,-123.1360437,Sushiholic,False
49.1794492,-123.1341606,Felicos Restaurant,False
49.1250427,-123.1853319,Kisamos Greek Taverna,False
49.1630451,-123.1363249,Pho Lan Beef Noodle Soup,False
49.2812722,-123.0472413,Le Petit Saigon,False
49.2725297,-123.0562043,Panago Pizza,True
49.0905831,-123.0857057,Panago Pizza,True
49.288332,-123.1225965,Panago Pizza,True
49.0910725,-122.6074795,Panago Pizza,True
49.2209307,-122.6001604,Panago Pizza,True
49.231433,-123.0316383,Panago Pizza,True
49.1829116,-123.0921256,Panago Pizza,True
49.220176,-122.6629221,Panago Pizza,True
49.2111569,-123.1408597,Panago Pizza,True
49.135356,-122.8430621,Panago Pizza,True
49.3281822,-123.1617971,Panago Pizza,True
49.1624624,-122.655793,Ocean Park Pizza & Steakhouse,False
49.1761814,-123.1306688,Bull King BBQ,False
49.1761102,-123.1309092,Gingeri Chinese Cuisine,False
49.175972,-123.1306582,Happy Lamb Hot Pot,False
49.1764107,-123.1323338,Toku Japanese Restaurant,False
49.2457299,-122.891401,Insadong,False
49.2462257,-122.8918439,Best Sushi N Kitchen,False
49.2451974,-122.8921762,WINGS Tap and Grill,False
49.2687365,-123.0457293,Fuku Ramen,False
49.2827166,-123.1048014,Tacofino,True
49.2764454,-123.1195159,Tacofino,True
49.2813057,-123.1079703,Mirai Sushi,False
49.1960486,-123.177943,Hanami,True
49.197646,-123.178346,Hanami,True
49.1653656,-122.6614878,Round Table Pizza,True
49.1193301,-122.8235877,Round Table Pizza,True
49.1547908,-123.1257818,Round Table Pizza,True
49.1633833,-122.6594915,Taco Del Mar,True
49.1322997,-123.0914934,Taco Del Mar,True
49.2717323,-123.0948814,Taco Del Mar,True
49.0406919,-122.2201781,Taco Del Mar,True
49.1309522,-122.3193021,Taco Del Mar,True
49.1908367,-122.9496788,Taco Del Mar,True
49.2366392,-122.8529962,Taco Del Mar,True
49.1660159,-122.6635496,Pizza Hut,True
49.2293878,-123.0904982,Pizza Hut,True
49.2317641,-123.0091627,Pizza Hut,True
49.1980237,-122.9785339,Pizza Hut,True
49.2637428,-123.2104101,Pizza Hut,True
49.1709535,-123.1824399,Pizza Hut,True
49.2681518,-123.1463206,Pizza Hut,True
49.2492559,-122.8670655,Pizza Hut,True
49.132705,-122.3390044,Pizza Hut,True
49.2544914,-123.1012783,Pizza Hut,True
49.2179441,-122.6483993,Pizza Hut,True
49.0589538,-122.4922744,Pizza Hut,True
49.2121488,-123.1409022,Pizza Hut,True
49.2778577,-122.9119847,Pizza Hut,True
